benchmark,architecture,memory_mb,timeout_sec,idle_gap_sec,invocations,failed_invocations,success_rate,cold_probability,successful_invocations,mean_client_latency_ms,p50_latency_ms,p95_latency_ms,profile_source,warm_mean_client_latency_ms,warm_p95_latency_ms,estimated_cold_overhead_ms,estimated_p95_cold_overhead_ms
120.uploader,x64,512,300,120,1,0,1.0,0.0,1,3564.282,3564.282,3564.282,measured,343.449,351.903,3220.833,3212.379
120.uploader,x64,512,300,300,1,0,1.0,0.0,1,914.65,914.65,914.65,measured,343.449,351.903,571.201,562.747
120.uploader,x64,512,300,600,1,0,1.0,0.0,1,993.98,993.98,993.98,measured,343.449,351.903,650.531,642.077
120.uploader,x64,512,300,900,1,0,1.0,1.0,1,19219.298,19219.298,19219.298,measured,343.449,351.903,18875.849,18867.395
120.uploader,x64,512,900,0,1,1,0.0,0.0,0,,,,warmup_only,458.622,492.5193,,
120.uploader,x64,1024,60,-1,1,1,0.0,0.0,0,,,,measured,1026.1726666666666,1908.5971,,
120.uploader,x64,1024,60,0,1,0,1.0,1.0,1,40892.633,40892.633,40892.633,warmup_only,1026.1726666666666,1908.5971,39866.460333333336,38984.0359
120.uploader,x64,1024,120,-1,1,0,1.0,1.0,1,14593.096,14593.096,14593.096,measured,683.413,708.2673,13909.682999999999,13884.8287
120.uploader,x64,1024,120,0,1,0,1.0,0.0,1,736.515,736.515,736.515,measured,683.413,708.2673,53.101999999999975,28.24770000000001
120.uploader,x64,1024,120,120,1,0,1.0,0.0,1,1206.968,1206.968,1206.968,measured,683.413,708.2673,523.5550000000001,498.7007000000001
120.uploader,x64,1024,120,300,1,0,1.0,0.0,1,1353.987,1353.987,1353.987,measured,683.413,708.2673,670.5740000000001,645.7197000000001
120.uploader,x64,1024,120,600,1,0,1.0,0.0,1,1157.365,1157.365,1157.365,measured,683.413,708.2673,473.952,449.09770000000003
120.uploader,x64,1024,120,900,1,0,1.0,1.0,1,18600.343,18600.343,18600.343,measured,683.413,708.2673,17916.93,17892.0757
120.uploader,x64,1024,300,-1,1,0,1.0,1.0,1,31578.738,31578.738,31578.738,measured,330.4736666666667,339.0061,31248.264333333336,31239.731900000002
120.uploader,x64,1024,300,0,1,0,1.0,0.0,1,886.656,886.656,886.656,measured,330.4736666666667,339.0061,556.1823333333332,547.6498999999999
120.uploader,x64,1024,300,120,1,0,1.0,0.0,1,3489.447,3489.447,3489.447,measured,330.4736666666667,339.0061,3158.9733333333334,3150.4409
120.uploader,x64,1024,300,300,1,0,1.0,0.0,1,2475.811,2475.811,2475.811,measured,330.4736666666667,339.0061,2145.3373333333334,2136.8049
120.uploader,x64,1024,300,600,1,0,1.0,0.0,1,5463.919,5463.919,5463.919,measured,330.4736666666667,339.0061,5133.445333333333,5124.9129
120.uploader,x64,1024,300,900,1,0,1.0,1.0,1,32493.155,32493.155,32493.155,measured,330.4736666666667,339.0061,32162.681333333334,32154.1489
120.uploader,x64,1024,900,0,1,1,0.0,0.0,0,,,,warmup_only,1758.3226666666667,3994.3217999999993,,
120.uploader,x64,2048,60,-1,1,0,1.0,1.0,1,52664.394,52664.394,52664.394,measured,725.7296666666667,994.8729,51938.664333333334,51669.5211
120.uploader,x64,2048,60,0,3,0,1.0,0.3333333333333333,3,6171.690999999999,802.523,15780.150199999996,warmup_only,725.7296666666667,994.8729,5445.961333333332,14785.277299999996
120.uploader,x64,2048,120,-1,1,0,1.0,1.0,1,31530.476,31530.476,31530.476,measured,498.892,555.6773000000001,31031.584,30974.7987
120.uploader,x64,2048,120,0,1,0,1.0,0.0,1,545.22,545.22,545.22,measured,498.892,555.6773000000001,46.32800000000003,-10.457300000000032
120.uploader,x64,2048,120,120,1,0,1.0,0.0,1,711.339,711.339,711.339,measured,498.892,555.6773000000001,212.44700000000006,155.6617
120.uploader,x64,2048,120,300,1,0,1.0,0.0,1,709.884,709.884,709.884,measured,498.892,555.6773000000001,210.99200000000002,154.20669999999996
120.uploader,x64,2048,120,600,1,0,1.0,0.0,1,947.805,947.805,947.805,measured,498.892,555.6773000000001,448.91299999999995,392.1276999999999
120.uploader,x64,2048,120,900,1,0,1.0,1.0,1,28483.492,28483.492,28483.492,measured,498.892,555.6773000000001,27984.6,27927.8147
120.uploader,x64,2048,300,-1,1,0,1.0,1.0,1,25249.983,25249.983,25249.983,measured,334.892,343.3301,24915.091,24906.6529
120.uploader,x64,2048,300,0,1,0,1.0,0.0,1,2207.388,2207.388,2207.388,measured,334.892,343.3301,1872.4959999999999,1864.0578999999998
120.uploader,x64,2048,300,120,1,0,1.0,0.0,1,1010.128,1010.128,1010.128,measured,334.892,343.3301,675.2360000000001,666.7979
120.uploader,x64,2048,300,300,1,0,1.0,0.0,1,821.288,821.288,821.288,measured,334.892,343.3301,486.396,477.9579
120.uploader,x64,2048,300,600,1,0,1.0,0.0,1,5377.585,5377.585,5377.585,measured,334.892,343.3301,5042.693,5034.2549
120.uploader,x64,2048,300,900,1,0,1.0,1.0,1,23800.334,23800.334,23800.334,measured,334.892,343.3301,23465.442,23457.0039
120.uploader,x64,2048,900,0,1,1,0.0,0.0,0,,,,warmup_only,477.585,490.7673,,
120.uploader,x64,3008,60,-1,1,0,1.0,1.0,1,18352.612,18352.612,18352.612,measured,506.68433333333337,674.3185,17845.927666666666,17678.2935
120.uploader,x64,3008,60,0,3,0,1.0,0.3333333333333333,3,5995.214,673.395,15223.3404,warmup_only,506.68433333333337,674.3185,5488.529666666666,14549.0219
120.uploader,x64,3008,120,-1,1,0,1.0,1.0,1,34279.519,34279.519,34279.519,measured,448.293,460.0103,33831.226,33819.5087
120.uploader,x64,3008,120,0,1,0,1.0,0.0,1,591.091,591.091,591.091,measured,448.293,460.0103,142.798,131.08070000000004
120.uploader,x64,3008,120,120,1,0,1.0,0.0,1,1060.44,1060.44,1060.44,measured,448.293,460.0103,612.147,600.4297000000001
120.uploader,x64,3008,120,300,1,0,1.0,0.0,1,792.595,792.595,792.595,measured,448.293,460.0103,344.302,332.58470000000005
120.uploader,x64,3008,120,600,1,0,1.0,0.0,1,798.922,798.922,798.922,measured,448.293,460.0103,350.629,338.91170000000005
120.uploader,x64,3008,120,900,1,0,1.0,1.0,1,13898.637,13898.637,13898.637,measured,448.293,460.0103,13450.344000000001,13438.6267
120.uploader,x64,3008,300,-1,1,0,1.0,1.0,1,45967.401,45967.401,45967.401,measured,374.9936666666667,382.4822,45592.40733333333,45584.9188
120.uploader,x64,3008,300,0,1,0,1.0,0.0,1,621.25,621.25,621.25,measured,374.9936666666667,382.4822,246.25633333333332,238.76780000000002
