benchmark,architecture,memory_mb,timeout_sec,concurrency,invocations,failed_invocations,success_rate,rounds,cold_rate,successful_invocations,mean_client_latency_ms,p50_latency_ms,p95_latency_ms,p99_latency_ms,profile_source,warm_only_successful_invocations,warm_only_mean_client_latency_ms,warm_only_p50_latency_ms,warm_only_p95_latency_ms,warm_only_p99_latency_ms,warm_mean_client_latency_ms,warm_p50_latency_ms,warm_p95_latency_ms,warm_p99_latency_ms,latency_slowdown_mean,latency_slowdown_p50,latency_slowdown_p95,latency_slowdown_p99
110.dynamic-html,arm64,3008,300,1,5,0,1.0,5,0.0,5,28.7144,28.985,29.3244,29.35368,measured,5,28.7144,28.985,29.3244,29.35368,33.43933333333333,33.25,33.901599999999995,33.95952,0.8587013297713273,0.8717293233082707,0.8649857233876869,0.8643726413094179
110.dynamic-html,arm64,3008,300,2,10,0,1.0,5,0.0,10,26.495600000000003,25.3155,31.939499999999995,33.0807,measured,10,26.495600000000003,25.3155,31.939499999999995,33.0807,33.43933333333333,33.25,33.901599999999995,33.95952,0.7923483323032757,0.7613684210526316,0.9421236755787338,0.9741215423539556
110.dynamic-html,arm64,3008,300,4,20,0,1.0,5,0.0,20,33.26425,35.2415,43.763850000000005,46.71037,measured,20,33.26425,35.2415,43.763850000000005,46.71037,33.43933333333333,33.25,33.901599999999995,33.95952,0.9947641500029905,1.0598947368421052,1.2909080987328034,1.3754720325846772
110.dynamic-html,arm64,3008,900,1,5,0,1.0,5,0.0,5,29.977800000000002,30.718,32.048199999999994,32.14004,measured,5,29.977800000000002,30.718,32.048199999999994,32.14004,28.774666666666665,28.599,29.5305,29.6133,1.0418122422501275,1.0740934997727194,1.0852576150082116,1.0853244994647675
110.dynamic-html,arm64,3008,900,2,10,0,1.0,5,0.0,10,29.468400000000003,30.785,33.2177,33.352340000000005,measured,10,29.468400000000003,30.785,33.2177,33.352340000000005,28.774666666666665,28.599,29.5305,29.6133,1.0241091701033318,1.0764362390293367,1.124860737203908,1.1262621862473958
110.dynamic-html,arm64,3008,900,4,20,0,1.0,5,0.05,20,57.49485,31.0775,68.69040000000035,452.87647999999933,measured,19,31.630210526315786,30.886,42.946099999999994,43.32122,28.774666666666665,28.599,29.5305,29.6133,1.099238121251881,1.0799678310430434,1.454296405411354,1.4628974143374767
120.uploader,arm64,128,60,1,4,0,1.0,4,0.0,4,1090.5059999999999,990.734,1618.4483999999998,1670.5000799999998,measured,4,1090.5059999999999,990.734,1618.4483999999998,1670.5000799999998,1655.2993333333334,724.178,3371.6729,3607.00578,0.6587968580909233,1.3680807757208864,0.48001346749858204,0.4631265326112119
120.uploader,arm64,128,60,2,4,0,1.0,2,0.0,4,14089.47525,12225.6395,29459.664499999995,30411.572899999996,measured,4,14089.47525,12225.6395,29459.664499999995,30411.572899999996,1655.2993333333334,724.178,3371.6729,3607.00578,8.511738612029486,16.88209183377567,8.737402877960076,8.431251501903608
120.uploader,arm64,128,60,4,20,0,1.0,5,0.0,20,1392.0886500000001,1064.5785,4108.9856500000005,4226.88673,measured,20,1392.0886500000001,1064.5785,4108.9856500000005,4226.88673,1655.2993333333334,724.178,3371.6729,3607.00578,0.8409890718657532,1.4700508714708262,1.2186786120326205,1.1718547149098275
120.uploader,arm64,128,120,1,5,0,1.0,5,0.0,5,757.6866,723.943,963.8366,1009.24812,measured,5,757.6866,723.943,963.8366,1009.24812,914.9603333333332,885.457,1149.9535,1173.4643,0.828108686678949,0.8175924974335287,0.8381526731298264,0.8600586485673232
